Carrera/Titulación,Carrera Gestional,Especialidad,Vacante,Avance,Semestres Totales,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Ingles,Destacado,Ingresados Si/No,Apto,Apto suma
Ing. Sistemas Digitales y Robótica,Ing. Tecnologías Computacionales,Tecnologías de Información,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Civil,Ing. Civil,Otras Ingenierías,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,1,0,0,0,0,1,2,0,1,0,0,1,2
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Diseño Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,10,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Digitales y Robótica,Ing. Tecnologías Computacionales,Tecnologías de Información,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Digitales y Robótica,Ing. Tecnologías Computacionales,Tecnologías de Información,Profesional,8,9.0,1,1,0,2,0,0,1,0,2,0,0,2,5
Administración,Administración,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,1,1,2,2,2,2,0,4,2,1,1,2,15
Administración,Administración,Negocios,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,9.0,1,1,0,0,0,2,0,0,1,0,0,2,4
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,9.0,1,1,0,2,0,0,0,0,2,0,0,2,5
Finanzas,Economía/Finanzas,Negocios,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,1,0,2,0,0,1,0,1,0,0,2,4
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,0,0,0,0,0,2,0,1,0,0,1,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,8,9.0,1,1,0,2,0,0,2,4,2,1,1,2,9
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,1,0,2,0,0,0,0,1,0,0,2,4
Relaciones Internacionales,Relaciones Internacionales,Negocios,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,9.0,1,1,0,0,2,0,2,0,1,0,0,2,4
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Diseño Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,1,0,0,0,0,0,1,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,8,9.0,1,1,1,2,2,2,2,0,2,0,1,2,10
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Civil,Ing. Civil,Otras Ingenierías,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,9.0,1,1,2,1,2,2,2,0,1,0,0,2,9
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,9.0,1,0,1,0,0,0,1,0,1,0,0,1,2
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Finanzas,Economía/Finanzas,Negocios,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tecnologías Computacionales,Ing. Tecnologías Computacionales,Tecnologías de Información,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Relaciones Internacionales,Relaciones Internacionales,Negocios,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,9.0,1,0,1,0,1,1,0,0,1,0,0,1,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,6,9.0,1,1,0,2,0,0,0,0,1,0,0,2,4
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Finanzas,Economía/Finanzas,Negocios,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,1,1,0,2,0,0,0,2,0,0,2,6
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,1,1,0,1,2,0,0,0,2,0,0,2,6
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,10,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,1,2,2,1,0,0,3,2,0,0,2,11
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,5,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. En Innovación y Desarrollo ,Ing. Innovación y Desarrollo ,Otras Ingenierías,Profesional,10,9.0,1,0,0,0,1,0,1,0,1,0,0,1,2
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,9.0,1,1,0,0,0,2,0,0,1,0,0,2,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Economía,Economía/Finanzas,Negocios,Practicante,6,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,8,9.0,1,0,0,1,1,0,2,0,1,0,0,1,3
Relaciones Internacionales,Relaciones Internacionales,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,1,1,1,0,0,2,0,3,2,0,0,2,9
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Economía,Economía/Finanzas,Negocios,Practicante,5,9.0,1,1,0,2,0,1,0,0,1,0,0,2,5
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Economía,Economía/Finanzas,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,1,0,0,1,0,0,0,0,1,0,0,1,2
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,8,9.0,1,1,0,2,0,1,0,3,2,0,0,2,9
Negocios Internacionales,Negocios Internacionales,Negocios,Practicante,7,9.0,1,0,0,1,0,0,1,0,1,0,0,1,2
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,1,0,0,2,0,0,0,1,0,0,2,4
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,1,1,1,2,0,2,0,0,1,0,0,2,7
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,1,1,1,2,2,1,1,0,2,0,0,2,9
Mercadotecnia ,Mercadotecnia,Otras,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Diseño Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,1,2,0,0,1,0,0,1,0,0,2,5
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,1,1,2,0,0,0,0,0,1,0,0,2,4
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Practicante,6,9.0,1,1,2,1,0,2,2,0,1,0,0,2,7
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,8,9.0,1,0,0,1,0,1,0,0,1,0,0,1,3
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,11,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,9.0,1,1,2,1,2,1,2,4,2,1,1,2,13
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,1,1,1,2,0,0,1,0,1,0,0,2,5
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Profesional,9,9.0,1,1,0,2,1,0,2,0,1,0,0,2,5
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,8,9.0,1,1,0,2,0,0,2,0,1,0,0,2,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,9.0,1,1,1,2,0,0,0,4,2,1,1,2,10
Ing. Sistemas Digitales y Robótica,Ing. Robótica y Sistemas Digitales,Tecnologías de Información,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Practicante,7,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Civil,Ing. Civil,Otras Ingenierías,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Innovación y Desarrollo,Ing. Innovación y Desarrollo,Otras Ingenierías,Profesional,8,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Física,Ing. Física,Ingenierías Target,Profesional,10,9.0,1,1,2,0,0,0,0,0,1,0,0,2,4
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,9.0,1,1,2,2,0,1,0,0,1,0,0,2,7
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,1,0,0,0,1,1,0,0,1,0,0,1,3
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,1,0,0,2,1,1,0,1,0,0,2,5
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Biotecnología,Ing. Biotecnología,Otras Ingenierías,Practicante,6,9.0,1,0,0,0,1,0,0,0,1,0,0,1,2
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Practicante,6,9.0,1,1,2,0,0,0,2,0,2,0,0,2,5
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Biotecnología,Ing. Biotecnología,Otras Ingenierías,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración,Negocios,Profesional,8,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,1,1,2,2,0,2,2,0,2,0,0,2,9
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,1,0,0,0,2,1,0,2,0,0,2,5
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,0,0,0,1,0,2,0,1,0,0,1,2
Negocios Internacionales,Negocios Internacionales,Negocios,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Física,Ing. Física,Ingenierías Target,Profesional,8,9.0,1,1,2,2,2,1,0,3,2,0,0,2,13
Ing. Innovación y Desarrollo,Ing. Innovación y Desarrollo,Otras Ingenierías,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,9.0,1,0,0,1,0,0,1,0,1,0,0,1,2
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,12,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,8,9.0,1,1,0,2,0,2,2,0,1,0,0,2,6
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,5,9.0,1,1,0,2,2,0,2,0,1,0,0,2,6
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,1,1,0,1,2,0,2,0,2,0,0,2,6
Negocios Internacionales,Negocios Internacionales,Negocios,Profesional,8,9.0,1,1,1,0,0,2,0,0,1,0,0,2,5
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,6,9.0,1,1,2,0,0,0,2,0,1,0,0,2,4
Ing. Física,Ing. Física,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,1,0,1,0,1,0,2,0,1,0,0,1,3
Mercadotecnia ,Mercadotecnia,Otras,Profesional,10,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,8,9.0,1,1,2,0,2,0,0,0,2,0,0,2,7
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Biotecnología,Ing. Biotecnología,Otras Ingenierías,Profesional,13,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Nanotecnología,Ing. Nanotecnología,Ingenierías Target,Profesional,8,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Digitales y Robótica,Ing. Robótica y Sistemas Digitales,Tecnologías de Información,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,8,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,9.0,1,1,2,0,1,1,2,0,2,0,0,2,7
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1
